user_id,title,movie_id,rating,release_date,sex,age
75,10 Things I Hate About You (1999),2572,4,Comedy|Romance,1,F
5,Forrest Gump (1994),356,1,Comedy|Romance|War,25,M
9,Magnolia (1999),3160,3,Drama,25,M
58,Dracula (1931),2644,3,Horror,25,M
36,"Thomas Crown Affair, The (1968)",2764,4,Crime|Drama|Thriller,25,M
64,Alien (1979),1214,2,Action|Horror|Sci-Fi|Thriller,18,M
28,"Terminator, The (1984)",1240,3,Action|Sci-Fi|Thriller,25,F
19,"World Is Not Enough, The (1999)",3082,5,Action|Thriller,1,M
93,"Thing, The (1982)",2288,3,Action|Horror|Sci-Fi|Thriller,25,M
5,"Maltese Falcon, The (1941)",913,5,Film-Noir|Mystery,25,M
8,Nixon (1995),14,4,Drama,25,M
42,Natural Born Killers (1994),288,2,Action|Thriller,25,M
33,"Unbearable Lightness of Being, The (1988)",1295,2,Drama,45,M
62,Platoon (1986),1090,5,Drama|War,35,F
10,Contact (1997),1584,5,Drama|Sci-Fi,35,F
35,Jeremiah Johnson (1972),3074,3,Western,45,M
42,Sinbad and the Eye of the Tiger (1977),3807,4,Action|Adventure,25,M
55,Fatal Attraction (1987),3101,3,Thriller,35,F
2,Independence Day (ID4) (1996),780,3,Action|Sci-Fi|War,56,M
92,Aladdin and the King of Thieves (1996),1064,1,Animation|Children's|Comedy,18,F
73,Payback (1999),2490,4,Action|Thriller,18,M
6,My Best Friend's Wedding (1997),1569,4,Comedy|Romance,50,F
78,Groundhog Day (1993),1265,4,Comedy|Romance,45,F
58,When Harry Met Sally... (1989),1307,4,Comedy|Romance,25,M
53,Women on the Verge of a Nervous Breakdown (1988),3067,5,Comedy|Drama,25,M
92,Batman Returns (1992),1377,4,Action|Adventure|Comedy|Crime,18,F
38,Before Sunrise (1995),215,3,Drama|Romance,18,F
82,Forrest Gump (1994),356,5,Comedy|Romance|War,25,M
19,Taxi Driver (1976),111,4,Drama|Thriller,1,M
62,Stardust Memories (1980),2290,2,Comedy|Drama,35,F
34,Scream 2 (1997),1717,3,Horror|Thriller,18,F
90,"Cable Guy, The (1996)",784,3,Comedy,56,M
58,Pump Up the Volume (1990),1268,3,Drama,25,M
22,Full Metal Jacket (1987),1222,4,Action|Drama|War,18,M
88,Life Is Beautiful (La Vita è bella) (1997),2324,5,Comedy|Drama,45,F
84,"Fugitive, The (1993)",457,4,Action|Thriller,18,M
82,Rules of Engagement (2000),3513,4,Drama|Thriller,25,M
40,All Quiet on the Western Front (1930),1927,4,War,45,M
9,X-Men (2000),3793,4,Action|Sci-Fi,25,M
79,"Replacements, The (2000)",3861,3,Comedy,45,F
23,"Professional, The (a.k.a. Leon: The Professional) (1994)",293,2,Crime|Drama|Romance|Thriller,35,M
10,Starman (1984),3699,5,Adventure|Drama|Romance|Sci-Fi,35,F
73,Chicken Run (2000),3751,4,Animation|Children's|Comedy,18,M
92,"King and I, The (1999)",2559,1,Animation|Children's,18,F
33,"Adventures of Priscilla, Queen of the Desert, The (1994)",345,5,Comedy|Drama,45,M
45,Something to Talk About (1995),195,2,Comedy|Drama|Romance,45,F
53,From Dusk Till Dawn (1996),70,4,Action|Comedy|Crime|Horror|Thriller,25,M
58,Mr. Smith Goes to Washington (1939),954,4,Drama,25,M
18,L.A. Confidential (1997),1617,5,Crime|Film-Noir|Mystery|Thriller,18,F
92,101 Dalmatians (1961),2085,3,Animation|Children's,18,F
71,Raiders of the Lost Ark (1981),1198,5,Action|Adventure,25,M
17,Star Trek IV: The Voyage Home (1986),1376,5,Action|Adventure|Sci-Fi,50,M
48,"Great Muppet Caper, The (1981)",3397,3,Children's|Comedy,25,M
48,Renaissance Man (1994),516,3,Comedy|Drama|War,25,M
35,Field of Dreams (1989),1302,3,Drama,45,M
82,"Nutty Professor, The (1996)",788,4,Comedy|Fantasy|Romance|Sci-Fi,25,M
36,In the Line of Fire (1993),474,5,Action|Thriller,25,M
28,Twelve Monkeys (1995),32,3,Drama|Sci-Fi,25,F
52,Nutty Professor II: The Klumps (2000),3821,3,Comedy,18,M
58,"Fisher King, The (1991)",3108,4,Comedy|Drama|Romance,25,M
53,Pocahontas (1995),48,1,Animation|Children's|Musical|Romance,25,M
36,Parenthood (1989),3526,4,Comedy|Drama,25,M
58,"Truman Show, The (1998)",1682,4,Drama,25,M
95,Shall We Dance? (Shall We Dansu?) (1996),1537,4,Comedy,45,M
25,Star Trek VI: The Undiscovered Country (1991),1372,5,Action|Adventure|Sci-Fi,18,M
33,Total Recall (1990),2916,4,Action|Adventure|Sci-Fi|Thriller,45,M
53,Small Soldiers (1998),1920,3,Animation|Children's|Fantasy|War,25,M
19,Moonraker (1979),3638,4,Action|Romance|Sci-Fi,1,M
19,"Shawshank Redemption, The (1994)",318,4,Drama,1,M
26,Random Hearts (1999),2906,4,Drama|Romance,25,M
45,Forget Paris (1995),237,3,Comedy|Romance,45,F
92,Titan A.E. (2000),3745,3,Adventure|Animation|Sci-Fi,18,F
31,Midnight Run (1988),3104,3,Action|Adventure|Comedy|Crime,56,M
18,Akira (1988),1274,5,Adventure|Animation|Sci-Fi|Thriller,18,F
86,Gone with the Wind (1939),920,5,Drama|Romance|War,1,F
62,Family Plot (1976),2177,3,Comedy|Thriller,35,F
8,Mo' Better Blues (1990),3425,3,Drama,25,M
31,"Return of the Pink Panther, The (1974)",1125,5,Comedy,56,M
48,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),3439,2,Action|Children's|Fantasy,25,M
17,Star Trek: Generations (1994),329,3,Action|Adventure|Sci-Fi,50,M
87,Saving Private Ryan (1998),2028,4,Action|Drama|War,25,M
9,"Hurricane, The (1999)",3178,3,Drama,25,M
36,Batman: Mask of the Phantasm (1993),3213,5,Animation|Children's,25,M
99,Remember the Titans (2000),3916,3,Drama,1,F
36,There's Something About Mary (1998),1923,5,Comedy,25,M
7,"Fugitive, The (1993)",457,5,Action|Thriller,35,M
52,Face/Off (1997),1573,5,Action|Sci-Fi|Thriller,18,M
52,Outbreak (1995),292,3,Action|Drama|Thriller,18,M
45,Strictly Ballroom (1992),1188,4,Comedy|Romance,45,F
35,Unforgiven (1992),1266,4,Western,45,M
58,Hollow Man (2000),3826,3,Horror|Sci-Fi|Thriller,25,M
62,L.A. Confidential (1997),1617,3,Crime|Film-Noir|Mystery|Thriller,35,F
76,Much Ado About Nothing (1993),497,4,Comedy|Romance,35,M
53,Freejack (1992),3802,4,Action|Sci-Fi,25,M
28,Star Wars: Episode IV - A New Hope (1977),260,4,Action|Adventure|Fantasy|Sci-Fi,25,F
60,Star Trek VI: The Undiscovered Country (1991),1372,2,Action|Adventure|Sci-Fi,50,M
74,Dead Again (1991),3044,3,Mystery|Romance|Thriller,35,M
15,"Whole Nine Yards, The (2000)",3301,2,Comedy|Crime,25,M
62,Flesh and Bone (1993),451,3,Drama|Mystery|Romance,35,F
37,"Princess Bride, The (1987)",1197,5,Action|Adventure|Comedy|Romance,25,F
22,Batman Returns (1992),1377,1,Action|Adventure|Comedy|Crime,18,M
53,"Thin Man, The (1934)",950,5,Mystery,25,M
10,Home Alone (1990),586,3,Children's|Comedy,35,F
61,Shanghai Noon (2000),3624,3,Action,25,M
53,Desperately Seeking Susan (1985),2369,5,Comedy|Romance,25,M
97,Mister Roberts (1955),3035,5,Comedy|Drama|War,35,F
73,Enemy of the State (1998),2353,3,Action|Thriller,18,M
62,Five Easy Pieces (1970),3201,4,Drama,35,F
75,"Rescuers Down Under, The (1990)",2089,4,Animation|Children's,1,F
92,"Jungle Book, The (1994)",362,2,Adventure|Children's|Romance,18,F
29,"Old Man and the Sea, The (1958)",1085,4,Adventure|Drama,35,M
48,Star Trek: Insurrection (1998),2393,3,Action|Sci-Fi,25,M
60,"Talented Mr. Ripley, The (1999)",3176,4,Drama|Mystery|Thriller,50,M
49,"War Room, The (1993)",556,4,Documentary,18,M
67,Ben-Hur (1959),1287,5,Action|Adventure|Drama,50,F
29,Thelma & Louise (1991),3418,2,Action|Drama,35,M
62,What Dreams May Come (1998),2297,2,Drama|Romance,35,F
93,Star Trek V: The Final Frontier (1989),1373,3,Action|Adventure|Sci-Fi,25,M
5,54 (1998),2188,1,Drama,25,M
23,Star Wars: Episode IV - A New Hope (1977),260,5,Action|Adventure|Fantasy|Sci-Fi,35,M
13,"Saint, The (1997)",1479,3,Action|Romance|Thriller,45,M
65,Live and Let Die (1973),2991,4,Action,35,M
81,Pulp Fiction (1994),296,5,Crime|Drama,25,F
49,Nick of Time (1995),89,4,Action|Thriller,18,M
35,"Last of the Mohicans, The (1992)",1408,1,Action|Romance|War,45,M
34,Grosse Pointe Blank (1997),1500,4,Comedy|Crime,18,F
2,Shakespeare in Love (1998),2396,4,Comedy|Romance,56,M
62,Mrs. Doubtfire (1993),500,3,Comedy,35,F
67,Bonnie and Clyde (1967),1084,5,Crime|Drama,50,F
34,"Shawshank Redemption, The (1994)",318,5,Drama,18,F
3,"Silence of the Lambs, The (1991)",593,3,Drama|Thriller,25,M
83,Return to Oz (1985),2093,2,Adventure|Children's|Fantasy|Sci-Fi,25,F
11,"Cider House Rules, The (1999)",3148,4,Drama,25,F
18,"Spy Who Loved Me, The (1977)",3635,5,Action,18,F
73,Crocodile Dundee (1986),2470,3,Adventure|Comedy,18,M
23,"Simple Plan, A (1998)",2391,3,Crime|Thriller,35,M
44,"Adventures of Milo and Otis, The (1986)",2846,5,Children's,45,M
16,"Love Letter, The (1999)",2629,2,Comedy|Romance,35,F
58,Sid and Nancy (1986),2348,4,Drama,25,M
62,Running Scared (1986),2457,3,Action|Comedy,35,F
48,"Apple Dumpling Gang Rides Again, The (1979)",2016,2,Children's|Comedy|Western,25,M
53,187 (1997),1609,3,Drama,25,M
48,Happy Gilmore (1996),104,3,Comedy,25,M
45,Drop Dead Gorgeous (1999),2718,2,Comedy,45,F
90,Ace Ventura: When Nature Calls (1995),19,4,Comedy,56,M
53,"Clockwork Orange, A (1971)",1206,5,Sci-Fi,25,M
40,King Kong (1933),2366,3,Action|Adventure|Horror,45,M
23,Shakespeare in Love (1998),2396,3,Comedy|Romance,35,M
97,Manhattan (1979),1244,4,Comedy|Drama|Romance,35,F
48,Three Kings (1999),2890,3,Drama|War,25,M
23,Close Encounters of the Third Kind (1977),3471,5,Drama|Sci-Fi,35,M
34,"Devil's Advocate, The (1997)",1645,3,Crime|Horror|Mystery|Thriller,18,F
23,Little Voice (1998),2390,2,Comedy,35,M
18,Red Sonja (1985),2373,3,Action|Adventure,18,F
3,Back to the Future (1985),1270,3,Comedy|Sci-Fi,25,M
34,Harry and the Hendersons (1987),3388,2,Comedy,18,F
53,Escape from L.A. (1996),849,3,Action|Adventure|Sci-Fi|Thriller,25,M
28,"Firm, The (1993)",454,2,Drama|Thriller,25,F
53,Alien: Resurrection (1997),1690,4,Action|Horror|Sci-Fi,25,M
23,"Third Man, The (1949)",1212,3,Mystery|Thriller,35,M
10,Roman Holiday (1953),916,5,Comedy|Romance,35,F
26,Picture Perfect (1997),1593,3,Comedy|Romance,25,M
26,Porky's (1981),3688,3,Comedy,25,M
48,"Man with the Golden Gun, The (1974)",3639,3,Action,25,M
75,Theodore Rex (1995),634,3,Comedy,1,F
15,"Misérables, Les (1995)",73,4,Drama|Musical,25,M
26,Pocahontas (1995),48,3,Animation|Children's|Musical|Romance,25,M
42,Big (1988),2797,3,Comedy|Fantasy,25,M
48,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3869,3,Comedy,25,M
26,"Man Without a Face, The (1993)",491,3,Drama,25,M
92,Fantastic Voyage (1966),3927,4,Adventure|Sci-Fi,18,F
10,Aladdin (1992),588,4,Animation|Children's|Comedy|Musical,35,F
84,Jurassic Park (1993),480,4,Action|Adventure|Sci-Fi,18,M
48,Dave (1993),440,3,Comedy|Romance,25,M
53,Breakfast at Tiffany's (1961),902,5,Drama|Romance,25,M
62,King Kong (1933),2366,3,Action|Adventure|Horror,35,F
22,In the Line of Fire (1993),474,3,Action|Thriller,18,M
17,Army of Darkness (1993),1215,4,Action|Adventure|Comedy|Horror|Sci-Fi,50,M
53,Absolute Power (1997),1459,4,Mystery|Thriller,25,M
1,Pleasantville (1998),2321,3,Comedy,1,F
36,Schindler's List (1993),527,5,Drama|War,25,M
18,Hamlet (1990),3723,4,Drama,18,F
58,"Rocky Horror Picture Show, The (1975)",2657,4,Comedy|Horror|Musical|Sci-Fi,25,M
82,"Few Good Men, A (1992)",2268,4,Crime|Drama,25,M
72,What Lies Beneath (2000),3798,4,Thriller,45,F
38,Grease (1978),1380,4,Comedy|Musical|Romance,18,F
58,Rear Window (1954),904,4,Mystery|Thriller,25,M
23,Beneath the Planet of the Apes (1970),2530,2,Action|Sci-Fi,35,M
2,"Silence of the Lambs, The (1991)",593,5,Drama|Thriller,56,M
8,Orlando (1993),506,3,Drama,25,M
36,"Corruptor, The (1999)",2540,4,Action|Crime|Drama|Thriller,25,M
30,Love and Basketball (2000),3554,4,Drama|Romance,35,F
29,Star Trek: First Contact (1996),1356,2,Action|Adventure|Sci-Fi,35,M
33,Drugstore Cowboy (1989),3019,5,Crime|Drama,45,M
96,Dead Man Walking (1995),36,3,Drama,25,F
23,"American President, The (1995)",11,2,Comedy|Drama|Romance,35,M
48,"Rocketeer, The (1991)",2094,3,Action|Adventure|Sci-Fi,25,M
58,Beauty and the Beast (1991),595,4,Animation|Children's|Musical,25,M
49,Broken Arrow (1996),95,2,Action|Thriller,18,M
63,Desert Blue (1999),2678,3,Drama,18,M
95,Backdraft (1991),3107,3,Action|Drama,45,M
92,Singin' in the Rain (1952),899,4,Musical|Romance,18,F
93,Highlander III: The Sorcerer (1994),405,1,Action|Sci-Fi,25,M
34,Circle of Friends (1995),222,4,Drama|Romance,18,F
92,Ferris Bueller's Day Off (1986),2918,4,Comedy,18,F
33,"Elephant Man, The (1980)",2313,4,Drama,45,M
48,"Terminator, The (1984)",1240,4,Action|Sci-Fi|Thriller,25,M
24,Starman (1984),3699,4,Adventure|Drama|Romance|Sci-Fi,25,F
75,Willy Wonka and the Chocolate Factory (1971),1073,5,Adventure|Children's|Comedy|Fantasy,1,F
22,"Brady Bunch Movie, The (1995)",585,4,Comedy,18,M
72,Men in Black (1997),1580,2,Action|Adventure|Comedy|Sci-Fi,45,F
58,Chasing Amy (1997),1639,4,Drama|Romance,25,M
62,Eyes Wide Shut (1999),2712,1,Drama,35,F
26,"South Park: Bigger, Longer and Uncut (1999)",2700,1,Animation|Comedy,25,M
10,"Cable Guy, The (1996)",784,3,Comedy,35,F
81,"Graduate, The (1967)",1247,5,Drama|Romance,25,F
19,Beauty and the Beast (1991),595,3,Animation|Children's|Musical,1,M
45,Beetlejuice (1988),2174,3,Comedy|Fantasy,45,F
31,"Great Dictator, The (1940)",1281,3,Comedy,56,M
63,"Thin Red Line, The (1998)",2427,5,Action|Drama|War,18,M
26,Grumpy Old Men (1993),3450,2,Comedy,25,M
13,Escape to Witch Mountain (1975),1009,2,Adventure|Children's|Fantasy,45,M
41,Star Wars: Episode VI - Return of the Jedi (1983),1210,5,Action|Adventure|Romance|Sci-Fi|War,18,F
99,Loser (2000),3616,3,Comedy|Romance,1,F
58,Desperado (1995),163,5,Action|Romance|Thriller,25,M
13,GoldenEye (1995),10,3,Action|Adventure|Thriller,45,M
87,Braveheart (1995),110,5,Action|Drama|War,25,M
56,Glengarry Glen Ross (1992),1095,3,Drama,35,M
88,Kolya (1996),1446,5,Comedy,45,F
59,When Harry Met Sally... (1989),1307,3,Comedy|Romance,50,F
2,Strictly Ballroom (1992),1188,4,Comedy|Romance,56,M
20,Star Trek III: The Search for Spock (1984),1375,3,Action|Adventure|Sci-Fi,25,M
35,Klute (1971),1964,5,Drama|Mystery,45,M
53,"Terminator, The (1984)",1240,5,Action|Sci-Fi|Thriller,25,M
83,Double Jeopardy (1999),2881,3,Action|Thriller,25,F
25,Jaws (1975),1387,3,Action|Horror,18,M
26,When a Man Loves a Woman (1994),381,3,Drama,25,M
15,G.I. Jane (1997),1586,3,Action|Drama|War,25,M
53,Close Encounters of the Third Kind (1977),3471,5,Drama|Sci-Fi,25,M
34,"Truth About Cats & Dogs, The (1996)",708,4,Comedy|Romance,18,F
79,Fantasia 2000 (1999),3159,5,Animation|Children's|Musical,45,F
38,Meet Joe Black (1998),2340,3,Romance,18,F
45,Harold and Maude (1971),1235,4,Comedy,45,F
23,Ladyhawke (1985),3479,3,Adventure|Fantasy|Romance,35,M
81,Diner (1982),3543,4,Comedy|Drama,25,F
32,"Usual Suspects, The (1995)",50,3,Crime|Thriller,25,F
92,Toy Story 2 (1999),3114,5,Animation|Children's|Comedy,18,F
42,Heavy Metal (1981),610,4,Action|Adventure|Animation|Horror|Sci-Fi,25,M
26,Romancing the Stone (1984),2406,3,Action|Adventure|Comedy|Romance,25,M
6,Mary Poppins (1964),1028,4,Children's|Comedy|Musical,50,F
75,Free Willy 2: The Adventure Home (1995),169,3,Adventure|Children's|Drama,1,F
50,"Replacements, The (2000)",3861,4,Comedy,25,F
97,Rebecca (1940),928,5,Romance|Thriller,35,F
76,Toy Story (1995),1,5,Animation|Children's|Comedy,35,M
81,Annie Hall (1977),1230,4,Comedy|Romance,25,F
93,Blade (1998),2167,4,Action|Adventure|Horror,25,M
31,Doctor Dolittle (1967),2135,4,Adventure|Musical,56,M
42,Back to the Future Part III (1990),2012,4,Comedy|Sci-Fi|Western,25,M
58,Sense and Sensibility (1995),17,4,Drama|Romance,25,M
48,"Hunt for Red October, The (1990)",1610,4,Action|Thriller,25,M
10,Wayne's World 2 (1993),3254,3,Comedy,35,F
57,Akira (1988),1274,4,Adventure|Animation|Sci-Fi|Thriller,18,M
95,GoldenEye (1995),10,4,Action|Adventure|Thriller,45,M
97,Animal House (1978),3421,4,Comedy,35,F
88,My Cousin Vinny (1992),2302,4,Comedy,45,F
93,Eraser (1996),786,2,Action|Thriller,25,M
44,Aladdin and the King of Thieves (1996),1064,4,Animation|Children's|Comedy,45,M
92,Deep Blue Sea (1999),2722,1,Action|Sci-Fi|Thriller,18,F
73,Terminator 2: Judgment Day (1991),589,4,Action|Sci-Fi|Thriller,18,M
48,"Graduate, The (1967)",1247,4,Drama|Romance,25,M
86,Simon Birch (1998),2236,5,Drama,1,F
62,Scent of a Woman (1992),3252,5,Drama,35,F
50,From Russia with Love (1963),2948,4,Action,25,F
19,101 Dalmatians (1961),2085,4,Animation|Children's,1,M
92,Bedknobs and Broomsticks (1971),1031,3,Adventure|Children's|Musical,18,F
31,Butch Cassidy and the Sundance Kid (1969),1304,5,Action|Comedy|Western,56,M
60,My Cousin Vinny (1992),2302,3,Comedy,50,M
78,Meet Me in St. Louis (1944),918,5,Musical,45,F
5,Shanghai Noon (2000),3624,3,Action,25,M
45,Bed of Roses (1996),74,3,Drama|Romance,45,F
48,"Deep End of the Ocean, The (1999)",2546,3,Drama,25,M
53,Dolores Claiborne (1994),230,5,Drama|Thriller,25,M
73,Popeye (1980),2088,2,Adventure|Comedy|Musical,18,M
53,E.T. the Extra-Terrestrial (1982),1097,3,Children's|Drama|Fantasy|Sci-Fi,25,M
62,Pit and the Pendulum (1961),2782,5,Horror,35,F
37,Shakespeare in Love (1998),2396,4,Comedy|Romance,25,F
9,"Grand Day Out, A (1992)",1223,4,Animation|Comedy,25,M
97,"Lady Vanishes, The (1938)",2208,5,Comedy|Mystery|Romance|Thriller,35,F
26,Ace Ventura: Pet Detective (1994),344,1,Comedy,25,M
24,True Lies (1994),380,3,Action|Adventure|Comedy|Romance,25,F
92,Joe's Apartment (1996),829,4,Comedy|Musical,18,F
48,Meet the Parents (2000),3948,3,Comedy,25,M
95,Blade (1998),2167,2,Action|Adventure|Horror,45,M
42,Dreamscape (1984),3770,4,Adventure|Crime|Sci-Fi|Thriller,25,M
59,"Maltese Falcon, The (1941)",913,5,Film-Noir|Mystery,50,F
62,From Here to Eternity (1953),1944,4,Drama|Romance|War,35,F
24,Wayne's World 2 (1993),3254,4,Comedy,25,F
10,Life Is Beautiful (La Vita è bella) (1997),2324,5,Comedy|Drama,35,F
59,Leaving Las Vegas (1995),25,3,Drama|Romance,50,F
90,Groundhog Day (1993),1265,3,Comedy|Romance,56,M
68,"Producers, The (1968)",2300,5,Comedy|Musical,18,M
92,Chicken Run (2000),3751,4,Animation|Children's|Comedy,18,F
93,Red Sonja (1985),2373,2,Action|Adventure,25,M
43,X-Men (2000),3793,4,Action|Sci-Fi,25,M
53,Little Buddha (1993),365,3,Drama,25,M
73,Mystery Science Theater 3000: The Movie (1996),671,4,Comedy|Sci-Fi,18,M
26,Beetlejuice (1988),2174,1,Comedy|Fantasy,25,M
56,"Player, The (1992)",2289,4,Comedy|Drama,35,M
58,Hamlet (1996),1411,5,Drama,25,M
59,Much Ado About Nothing (1993),497,4,Comedy|Romance,50,F
53,Pushing Tin (1999),2598,4,Comedy,25,M
42,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",3070,3,Adventure|Comedy|Sci-Fi,25,M
76,Pulp Fiction (1994),296,5,Crime|Drama,35,M
27,Watership Down (1978),2138,2,Animation|Children's|Drama|Fantasy,25,M
9,Leaving Las Vegas (1995),25,4,Drama|Romance,25,M
48,Ferris Bueller's Day Off (1986),2918,4,Comedy,25,M
10,Elizabeth (1998),2336,5,Drama,35,F
51,Liar Liar (1997),1485,3,Comedy,1,F
22,"French Connection, The (1971)",1953,2,Action|Crime|Drama|Thriller,18,M
10,"Grapes of Wrath, The (1940)",3095,4,Drama,35,F
92,Tomorrow Never Dies (1997),1722,2,Action|Romance|Thriller,18,F
63,Night of the Living Dead (1968),968,5,Horror|Sci-Fi,18,M
78,Oliver! (1968),1951,2,Musical,45,F
90,Quiz Show (1994),300,4,Drama,56,M
29,"Thing From Another World, The (1951)",2660,3,Sci-Fi,35,M
71,"Blair Witch Project, The (1999)",2710,2,Horror,25,M
59,Spartacus (1960),2728,3,Drama,50,F
58,Lethal Weapon 4 (1998),1918,3,Action|Comedy|Crime|Drama,25,M
48,"Mask, The (1994)",367,3,Comedy|Crime|Fantasy,25,M
1,Driving Miss Daisy (1989),1962,4,Drama,1,F
22,Big (1988),2797,3,Comedy|Fantasy,18,M
48,"Streetcar Named Desire, A (1951)",1104,4,Drama,25,M
39,"Thomas Crown Affair, The (1999)",2763,4,Action|Thriller,18,M
27,"Conversation, The (1974)",3730,5,Drama|Mystery,25,M
33,Planet of the Apes (1968),2529,5,Action|Sci-Fi,45,M
53,"Creature From the Black Lagoon, The (1954)",3930,5,Horror,25,M
19,Arlington Road (1999),2707,4,Thriller,1,M
85,Top Gun (1986),1101,2,Action|Romance,18,M
63,Happiness (1998),2318,5,Comedy,18,M
62,Fantasia (1940),1282,5,Animation|Children's|Musical,35,F
95,Private Benjamin (1980),1135,3,Comedy,45,M
42,"Man with Two Brains, The (1983)",2111,4,Comedy,25,M
10,Return from Witch Mountain (1978),2091,3,Children's|Sci-Fi,35,F
100,Superman (1978),2640,2,Action|Adventure|Sci-Fi,35,M
36,Mad Max (1979),3702,4,Action|Sci-Fi,25,M
62,"Ice Storm, The (1997)",1635,4,Drama,35,F
92,"Breakfast Club, The (1985)",1968,5,Comedy|Drama,18,F
10,"Way We Were, The (1973)",3194,4,Drama,35,F
62,Total Recall (1990),2916,4,Action|Adventure|Sci-Fi|Thriller,35,F
15,Palmetto (1998),1783,2,Film-Noir|Mystery|Thriller,25,M
70,"Bug's Life, A (1998)",2355,4,Animation|Children's|Comedy,18,M
25,Instinct (1999),2676,5,Drama|Thriller,18,M
11,Thelma & Louise (1991),3418,5,Action|Drama,25,F
14,Sleepy Hollow (1999),3081,4,Horror|Romance,35,M
90,Ghosts of Mississippi (1996),1401,3,Drama,56,M
22,"Vie est belle, La (Life is Rosey) (1987)",771,5,Comedy|Drama,18,M
62,One Flew Over the Cuckoo's Nest (1975),1193,4,Drama,35,F
22,Roger & Me (1989),2064,4,Comedy|Documentary,18,M
62,Back to the Future Part II (1989),2011,3,Comedy|Sci-Fi,35,F
49,"Manchurian Candidate, The (1962)",1267,5,Film-Noir|Thriller,18,M
16,I Saw What You Did (1965),2856,1,Thriller,35,F
78,Aladdin (1992),588,3,Animation|Children's|Comedy|Musical,45,F
95,Malcolm X (1992),3246,4,Drama,45,M
53,"Visitors, The (Les Visiteurs) (1993)",718,5,Comedy|Sci-Fi,25,M
54,Babe (1995),34,4,Children's|Comedy|Drama,50,M
60,Tora! Tora! Tora! (1970),3066,5,War,50,M
22,Three Amigos! (1986),2478,3,Comedy|Western,18,M
45,Emma (1996),838,2,Comedy|Drama|Romance,45,F
36,Risky Business (1983),2915,4,Comedy,25,M
42,Butch Cassidy and the Sundance Kid (1969),1304,3,Action|Comedy|Western,25,M
58,"Fly, The (1958)",2454,5,Horror|Sci-Fi,25,M
53,Rocky (1976),1954,5,Action|Drama,25,M
19,Rosemary's Baby (1968),2160,2,Horror|Thriller,1,M
53,Little Shop of Horrors (1986),2746,5,Comedy|Horror|Musical,25,M
22,Hollow Man (2000),3826,1,Horror|Sci-Fi|Thriller,18,M
58,Run Lola Run (Lola rennt) (1998),2692,5,Action|Crime|Romance,25,M
18,Sesame Street Presents Follow That Bird (1985),3399,4,Children's|Comedy,18,F
5,Who Framed Roger Rabbit? (1988),2987,4,Adventure|Animation|Film-Noir,25,M
79,Snake Eyes (1998),2126,3,Action|Crime|Mystery|Thriller,45,F
22,"13th Warrior, The (1999)",2826,3,Action|Horror|Thriller,18,M
73,Godzilla (1998),1882,1,Action|Sci-Fi,18,M
51,L.A. Confidential (1997),1617,3,Crime|Film-Noir|Mystery|Thriller,1,F
48,Arachnophobia (1990),2699,2,Action|Comedy|Sci-Fi|Thriller,25,M
62,Sister Act (1992),3247,3,Comedy|Crime,35,F
100,GoodFellas (1990),1213,4,Crime|Drama,35,M
67,Miracle on 34th Street (1994),277,4,Drama,50,F
81,GoodFellas (1990),1213,5,Crime|Drama,25,F
8,Good Will Hunting (1997),1704,5,Drama,25,M
53,Star Wars: Episode I - The Phantom Menace (1999),2628,4,Action|Adventure|Fantasy|Sci-Fi,25,M
87,Indiana Jones and the Last Crusade (1989),1291,4,Action|Adventure,25,M
45,First Knight (1995),168,3,Action|Adventure|Drama|Romance,45,F
62,"Odd Couple, The (1968)",3507,4,Comedy,35,F
28,Ordinary People (1980),1956,4,Drama,25,F
10,"Man with Two Brains, The (1983)",2111,4,Comedy,35,F
88,My Life as a Dog (Mitt liv som hund) (1985),1300,5,Drama,45,F
27,Lawrence of Arabia (1962),1204,5,Adventure|War,25,M
36,Go (1999),2580,5,Crime,25,M
13,Get Shorty (1995),21,3,Action|Comedy|Drama,45,M
5,Saving Private Ryan (1998),2028,2,Action|Drama|War,25,M
24,Austin Powers: The Spy Who Shagged Me (1999),2683,4,Comedy,25,F
26,Dazed and Confused (1993),441,2,Comedy,25,M
83,"Santa Clause, The (1994)",317,1,Children's|Comedy|Fantasy,25,F
26,Titanic (1997),1721,3,Drama|Romance,25,M
24,As Good As It Gets (1997),1784,3,Comedy|Drama,25,F
91,Get Shorty (1995),21,5,Action|Comedy|Drama,35,M
63,"Crying Game, The (1992)",1094,5,Drama|Romance|War,18,M
17,Fantastic Voyage (1966),3927,4,Adventure|Sci-Fi,50,M
36,Lucas (1986),3480,5,Drama,25,M
42,Dr. No (1962),2949,4,Action,25,M
23,Charade (1963),911,5,Comedy|Mystery|Romance|Thriller,35,M
48,"Hunchback of Notre Dame, The (1996)",783,3,Animation|Children's|Musical,25,M
27,Double Indemnity (1944),3435,5,Crime|Film-Noir,25,M
92,Doug's 1st Movie (1999),2566,1,Animation|Children's,18,F
19,Doctor Dolittle (1998),1911,3,Comedy,1,M
53,Coneheads (1993),435,3,Comedy|Sci-Fi,25,M
37,While You Were Sleeping (1995),339,3,Comedy|Romance,25,F
